Frame,Time,M Gaze,P1 Gaze,P2 Gaze,M ASR,P1 ASR,P2 ASR,
2743,54.86,,,,,,,
2744,54.88,,,,,,,
2745,54.9,,,,,,,
2746,54.92,,,,,,,
2747,54.94,,,,,,,
2748,54.96,,,,,,,
2749,54.98,,,,,,,
2750,55,O6,,,,,,
2751,55.02,O6,,,,,,
2752,55.04,O6,,,,,,
2753,55.06,O6,,,,,,
2754,55.08,O6,,,,,,
2755,55.1,O6,,,,,,
2756,55.12,O6,,,,,,
2757,55.14,O6,,,,,,
2758,55.16,O6,,,,,,
2759,55.18,O6,,,,,,
2760,55.2,O6,,,,,,
2761,55.22,O6,,,,,,
2762,55.24,O6,,,,,,
2763,55.26,O6,,,,,,
2764,55.28,O6,,,,,,
2765,55.3,O6,,,,,,
2766,55.32,O6,,,,,,
2767,55.34,O6,,,,,,
2768,55.36,O6,,,,,,
2769,55.38,O6,,,,,,
2770,55.4,O6,,,,,,
2771,55.42,O6,,,,,,
2772,55.44,O6,,,,,,
2773,55.46,O6,,,,,,
2774,55.48,O6,,,,,,
2775,55.5,O6,,,,,,
2776,55.52,O6,,,,,,
2777,55.54,O6,,,,,,
2778,55.56,O6,,,,,,
2779,55.58,O6,,,,,,
2780,55.6,O6,,,,,,
2781,55.62,O6,,,,,,
2782,55.64,O6,,,,,,
2783,55.66,O6,,,,,,
2784,55.68,O6,,,,,,
2785,55.7,O6,,,,,,
2786,55.72,O6,,,,,,
2787,55.74,O6,,,,,,
2788,55.76,O6,,,,,,
2789,55.78,O6,,,,,,
2790,55.8,O6,,,,,,
2791,55.82,O6,,,,,,
2792,55.84,O6,,,,,,
2793,55.86,O6,,,,,,
2794,55.88,O6,,,,,,
2795,55.9,O6,,,,,,
2796,55.92,O6,,,,,,
2797,55.94,O6,,,,,,
2798,55.96,O6,,,,,,
2799,55.98,,,,,,,
2800,56,,,,,,,
2801,56.02,,,,,,,
2802,56.04,,,,,,,
2803,56.06,,,,,,,
2804,56.08,,,,,,,
2805,56.1,,,,,,,
2806,56.12,,,,,,,
2807,56.14,,,,,,,
2808,56.16,,,,,,,
2809,56.18,,,,,,,
2810,56.2,,,,,,,
2811,56.22,,,,,,,
2812,56.24,,,,,,,
2813,56.26,,,,,,,
2814,56.28,,,,,,,
2815,56.3,O5,,,,,,
2816,56.32,O5,,,,,,
2817,56.34,O5,,,,,,
2818,56.36,O5,,,,,,
2819,56.38,,,,,,,
2820,56.4,,,,,,,
2821,56.42,,,,,,,
2822,56.44,,,,,,,
2823,56.46,,,,,,,
2824,56.48,,,,,,,
2825,56.5,,,,,,,
2826,56.52,,,,,,,
2827,56.54,,,,,,,
2828,56.56,,,,,,,
2829,56.58,,,,,,,
2830,56.6,,,,,,,
2831,56.62,,,,,,,
2832,56.64,,,,,,,
2833,56.66,,,,,,,
2834,56.68,,,,,,,
2835,56.7,,,,,,,
2836,56.72,O4,,,,,,
2837,56.74,O4,,,,,,
2838,56.76,O4,,,,,,
2839,56.78,O4,,,,,,
2840,56.8,O4,,,,,,
2841,56.82,O4,,,,,,
2842,56.84,O4,,,,,,
2843,56.86,O4,,,,,,
2844,56.88,O4,,,,,,
2845,56.9,O4,,,,,,
2846,56.92,O4,,,,,,
2847,56.94,O4,,,,,,
2848,56.96,O4,,,,,,
2849,56.98,O4,,,,,,
2850,57,O4,,,,,,
2851,57.02,O4,,,,,,
2852,57.04,,,,,,,
2853,57.06,,,,,,,
2854,57.08,,,,,,,
2855,57.1,,,,,,,
2856,57.12,,,,,,,
2857,57.14,,,,,,,
2858,57.16,,,,,,,
2859,57.18,,,,,,,
2860,57.2,,,,,,,
2861,57.22,,,,,,,
2862,57.24,,,,,,,
2863,57.26,,,,,,,
2864,57.28,,,,,,,
2865,57.3,,,,,,,
2866,57.32,,,,,,,
2867,57.34,,,,,,,
2868,57.36,,,,,,,
2869,57.38,,,,,,,
2870,57.4,,,,,,,
2871,57.42,,,,,,,
2872,57.44,,,,,,,
2873,57.46,,,,,,,
2874,57.48,,,,,,,
2875,57.5,,,,,,,
2876,57.52,,,,,,,
2877,57.54,,,,,,,
2878,57.56,,,,,,,
2879,57.58,,,,,,,
2880,57.6,,,,,,,
2881,57.62,,,,,,,
2882,57.64,O4,,,,,,
2883,57.66,O4,,,,,,
2884,57.68,O4,,,,,,
2885,57.7,O4,,,,,,
2886,57.72,O4,,,,,,
2887,57.74,O4,,,,,,
2888,57.76,O4,,,,,,
2889,57.78,O4,,,,,,
2890,57.8,O4,,,,,,
2891,57.82,O4,,,,,,
2892,57.84,O4,,,,,,
2893,57.86,O4,,,,,,
2894,57.88,O4,,,,,,
2895,57.9,O4,,,,,,
2896,57.92,O4,,,,,,
2897,57.94,O4,,,,,,
2898,57.96,O4,,,,,,
2899,57.98,O4,,,,,,
2900,58,O4,,,,,,
2901,58.02,O4,,,,,,
2902,58.04,O4,,,,,,
2903,58.06,O4,,,,,,
2904,58.08,O4,,,,,,
2905,58.1,O4,,,,,,
2906,58.12,O4,,,,,,
2907,58.14,O4,,,,,,
2908,58.16,O4,,,,,,
2909,58.18,O4,,,,,,
2910,58.2,O4,,,,,,
2911,58.22,O4,,,,,,
2912,58.24,O4,,,,,,
2913,58.26,O4,,,,,,
2914,58.28,O4,,,,,,
2915,58.3,O4,,,,,,
2916,58.32,O4,,,,,,
2917,58.34,O4,,,,,,
2918,58.36,O4,,,,,,
2919,58.38,O4,,,,,,
2920,58.4,O4,,,,,,
2921,58.42,O4,,,,,,
2922,58.44,O4,,,,,,
2923,58.46,O4,,,,,,
2924,58.48,O4,,,,,,
2925,58.5,O4,,,,,,
2926,58.52,O4,,,,,,
2927,58.54,O4,,,,,,
2928,58.56,O4,,,,,,
2929,58.58,O4,,,,,,
2930,58.6,O4,,,,,,
2931,58.62,O4,,,,,,
2932,58.64,O4,,,,,,
2933,58.66,O4,,,,,,
2934,58.68,O4,,,,,,
2935,58.7,O4,,,,,,
2936,58.72,O4,,,,,,
2937,58.74,O4,,,,,,
2938,58.76,O4,,,,,,
2939,58.78,O4,,,,,,
2940,58.8,O4,,,,,,
2941,58.82,O4,,,,,,
2942,58.84,O4,,,,,,
2943,58.86,O4,,,,,,
2944,58.88,O4,,,,,,
2945,58.9,O4,,,,,,
2946,58.92,O4,,,,,,
2947,58.94,O4,,,,,,
2948,58.96,O4,,,,,,
2949,58.98,O4,,,,,,
2950,59,O4,,,,,,
2951,59.02,O4,,,,,,
2952,59.04,O4,,,,,,
2953,59.06,O4,,,,,,
2954,59.08,O4,,,,,,
2955,59.1,O4,,,,,,
2956,59.12,O4,,,,,,
2957,59.14,O4,,,,,,
2958,59.16,O4,,,,,,
2959,59.18,O4,,,,,,
2960,59.2,O4,,,,,,
2961,59.22,O4,,,,,,
2962,59.24,O4,,,,,,
2963,59.26,O4,,,,,,
2964,59.28,O4,,,,,,
2965,59.3,O4,,,,,,
2966,59.32,O4,,,,,,
2967,59.34,O4,,,,,,
2968,59.36,O4,,,,,,
2969,59.38,O4,,,,,,
2970,59.4,O4,,,,,,
2971,59.42,O4,,,,,,
2972,59.44,O4,,,,,,
2973,59.46,O4,,,,,,
2974,59.48,O4,,,,,,
2975,59.5,O4,,,,,,
2976,59.52,O4,,,,,,
2977,59.54,O4,,,,,,
2978,59.56,O4,,,,,,
2979,59.58,O4,,,,,,
2980,59.6,O4,,,,,,
2981,59.62,O4,,,,,,
2982,59.64,O4,,,,,,
2983,59.66,O4,,,,,,
2984,59.68,O4,,,,,,
2985,59.7,O4,,,,,,
2986,59.72,O4,,,,,,
2987,59.74,O4,,,,,,
2988,59.76,O4,,,,,,
2989,59.78,O4,O4,,,,,
2990,59.8,O4,O4,,,,,
2991,59.82,O4,O4,,,,,
2992,59.84,O4,O4,,,,,
2993,59.86,O4,O4,,,,,
2994,59.88,O4,O4,,,,,
2995,59.9,O4,O4,,,,,
2996,59.92,O4,O4,,,,,
2997,59.94,O4,O4,,,,,
2998,59.96,O4,O4,,,,,
2999,59.98,O4,O4,,,,,
3000,60,O4,O4,,,,,
3001,60.02,O4,O4,,,,,
3002,60.04,O4,O4,,,,,
3003,60.06,O4,O4,,,,,
3004,60.08,O4,O4,,,,,
3005,60.1,O4,O4,,,,,
3006,60.12,O4,O4,,,,,
3007,60.14,O4,O4,,,,,
3008,60.16,O4,O4,,,,,
3009,60.18,O4,O4,,,,,
3010,60.2,O4,O4,,,,,
3011,60.22,O4,O4,,,,,
3012,60.24,O4,O4,,,,,
3013,60.26,O4,O4,,,,,
3014,60.28,O4,O4,,,,,
3015,60.3,O4,O4,,,,,
3016,60.32,O4,O4,,,,,
3017,60.34,O4,O4,,,,,
3018,60.36,O4,O4,,,,,
3019,60.38,O4,O4,,,,,
3020,60.4,O4,O4,,,,,
3021,60.42,O4,,,,,,
3022,60.44,O4,,,,,,
3023,60.46,O4,O4,,,,,
3024,60.48,O4,O4,,,,,
3025,60.5,O4,O4,,,,,
3026,60.52,O4,O4,,,,,
3027,60.54,O4,O4,,,,,
3028,60.56,O4,O4,,,,,
3029,60.58,O4,O4,,,,,
3030,60.6,O4,O4,,,,,
3031,60.62,O4,O4,,,,,
3032,60.64,O4,O4,,,,,
3033,60.66,O4,O4,,,,,
3034,60.68,O4,O4,,,,,
3035,60.7,O4,O4,,,,,
3036,60.72,O4,O4,,,,,
3037,60.74,O4,O4,,,,,
3038,60.76,O4,O4,,,,,
3039,60.78,O4,O4,,,,,
3040,60.8,O4,O4,,,,,
3041,60.82,,O4,,,,,
3042,60.84,,O4,,,,,
3043,60.86,,O4,,,,,
3044,60.88,,O4,,,,,
3045,60.9,,O4,,,,,
3046,60.92,,O4,,,,,
3047,60.94,,O4,,,,,
3048,60.96,,O4,,,,,
3049,60.98,,O4,,,,,
3050,61,,O4,,,,,
3051,61.02,,O4,,,,,
3052,61.04,,O4,,,,,
3053,61.06,,,,,,,
3054,61.08,,,,,,,
3055,61.1,,,,,,,
3056,61.12,,,,,,,
3057,61.14,,,,,,,
3058,61.16,,,,,,,
3059,61.18,,,,,,,
3060,61.2,,,,,,,
3061,61.22,,,,,,,
3062,61.24,,,,,,,
3063,61.26,,,,,,,
3064,61.28,,,,,,,
3065,61.3,,,,,,,
3066,61.32,,,,,,,
3067,61.34,,,,,,,
3068,61.36,,,,,,,
3069,61.38,,,,,,,
3070,61.4,,,,,,,
3071,61.42,O4,,,,,,
3072,61.44,O4,,,,,,
3073,61.46,O4,,,,,,
3074,61.48,O4,,,,,,
3075,61.5,O4,,,,,,
3076,61.52,O4,,,,,,
3077,61.54,O4,,,,,,
3078,61.56,O4,,,,,,
3079,61.58,O4,,,,,,
3080,61.6,O4,,,,,,
3081,61.62,O4,,,,,,
3082,61.64,O4,,,,,,
3083,61.66,O4,,,,,,
3084,61.68,O4,,,,,,
3085,61.7,O4,,,,,,
3086,61.72,O4,,,,,,
3087,61.74,O4,,,,,,
3088,61.76,O4,,,,,,
3089,61.78,,,,,,,
3090,61.8,,,,,,,
3091,61.82,,,,,,,
3092,61.84,,,,,,,
3093,61.86,,,,,,,
3094,61.88,,,,,,,
3095,61.9,,,,,,,
3096,61.92,,,,,,,
3097,61.94,,,,,,,
3098,61.96,,,,,,,
3099,61.98,,,,,,,
3100,62,,,,,,,
3101,62.02,,,,,,,
3102,62.04,,,,,,,
3103,62.06,,,,,,,
3104,62.08,,,,,,,
3105,62.1,,,,,,,
3106,62.12,,,,,,,
3107,62.14,,,,,,,
3108,62.16,,,,,,,
3109,62.18,,,,,,,
3110,62.2,,,,,,,
3111,62.22,,,,,,,
3112,62.24,,,,,,,
3113,62.26,,,,,,,
3114,62.28,,,,,,,
3115,62.3,,,,,,,
3116,62.32,,,,,,,
3117,62.34,,,,,,,
3118,62.36,,,,,,,
3119,62.38,,,,,,,
3120,62.4,O4,,,,,,
3121,62.42,O4,,,,,,
3122,62.44,O4,,,,,,
3123,62.46,O4,,,,,,
3124,62.48,O4,,,,,,
3125,62.5,O4,,,,,,
3126,62.52,O4,,,,,,
3127,62.54,O4,,,,,,
3128,62.56,O4,,,,,,
3129,62.58,O4,,,,,,
3130,62.6,O4,,,,,,
3131,62.62,O4,,,,,,
3132,62.64,O4,,,,,,
3133,62.66,O4,,,,,,
3134,62.68,O4,,,,,,
3135,62.7,O4,,,,,,
3136,62.72,O4,,,,,,
3137,62.74,O4,,,,,,
3138,62.76,O4,,,,,,
3139,62.78,O4,,,,,,
3140,62.8,O4,,,,,,
3141,62.82,O4,,,,,,
3142,62.84,O4,,,,,,
3143,62.86,O4,,,,,,
3144,62.88,O4,,,,,,
3145,62.9,O4,,,,,,
3146,62.92,O4,,,,,,
3147,62.94,O4,O4,,,,,
3148,62.96,O4,O4,,,,,
3149,62.98,O4,O4,,,,,
3150,63,O4,O4,,,,,
3151,63.02,O4,O4,,,,,
3152,63.04,O4,O4,,,,,
3153,63.06,O4,O4,,,,,
3154,63.08,O4,O4,,,,,
3155,63.1,O4,O4,,,,,
3156,63.12,O4,O4,,,,,
3157,63.14,O4,O4,,,,,
3158,63.16,O4,O4,,,,,
3159,63.18,O4,O4,,,,,
3160,63.2,O4,O4,,,,,
3161,63.22,O4,O4,,,,,
3162,63.24,O4,O4,,,,,
3163,63.26,O4,O4,,,,,
3164,63.28,O4,O4,,,,,
3165,63.3,O4,O4,,,,,
3166,63.32,O4,O4,,,,,
3167,63.34,O4,O4,,,,,
3168,63.36,O4,O4,,,,,
3169,63.38,O4,O4,,,,,
3170,63.4,O4,O4,,,,,
3171,63.42,O4,O4,,,,,
3172,63.44,O4,,,,,,
3173,63.46,O4,,,,,,
3174,63.48,,,,,,,
3175,63.5,,,,,,,
3176,63.52,,,,,,,
3177,63.54,,,,,,,
3178,63.56,,,,,,,
3179,63.58,,,,,,,
3180,63.6,,,,,,,
3181,63.62,,,,,,,
3182,63.64,,,,,,,
3183,63.66,,,,,,,
3184,63.68,,,,,,,
3185,63.7,,O4,,,,,
3186,63.72,,O4,,,,,
3187,63.74,,O4,,,,,
3188,63.76,,O4,,,,,
3189,63.78,,O4,,,,,
3190,63.8,,O4,,,,,
3191,63.82,O4,O4,,,,,
3192,63.84,O4,O4,,,,,
3193,63.86,O4,O4,,,,,
3194,63.88,O4,O4,,,,,
3195,63.9,O4,O4,,,,,
3196,63.92,,O4,,,,,
3197,63.94,,O4,,,,,
3198,63.96,,O4,,,,,
3199,63.98,,O4,,,,,
3200,64,,O4,,,,,
3201,64.02,,O4,,,,,
3202,64.04,,O4,,,,,
3203,64.06,,O4,,,,,
3204,64.08,,O4,,,,,
3205,64.1,,O4,,,,,
3206,64.12,,O4,,,,,
3207,64.14,,O4,,,,,
3208,64.16,,O4,,,,,
3209,64.18,,O4,,,,,
3210,64.2,,O4,,,,,
3211,64.22,,O4,,,,,
3212,64.24,,,,,,,
3213,64.26,,,,,,,
3214,64.28,,,,,,,
3215,64.3,,,,,,,
3216,64.32,O4,,,,,,
3217,64.34,O4,,,,,,
3218,64.36,O4,,,,,,
3219,64.38,O4,,,,,,
3220,64.4,O4,,,,,,
3221,64.42,O4,,,,,,
3222,64.44,O4,,,,,,
3223,64.46,O4,,,,,,
3224,64.48,O4,,,,,,
3225,64.5,O4,,,,,,
3226,64.52,O4,,,,,,
3227,64.54,O4,,,,,,
3228,64.56,O4,,,,,,
3229,64.58,O4,,,,,,
3230,64.6,O4,,,,,,
3231,64.62,O4,,,,,,
3232,64.64,O4,,,,,,
3233,64.66,O4,,,,,,
3234,64.68,O4,,,,,,
3235,64.7,O4,,,,,,
3236,64.72,O4,,,,,,
3237,64.74,O4,,,,,,
3238,64.76,O4,,,,,,
3239,64.78,O4,,,,,,
3240,64.8,O4,,,,,,
3241,64.82,O4,,,,,,
3242,64.84,O4,,,,,,
3243,64.86,O4,,,,,,
3244,64.88,O4,,,,,,
3245,64.9,O4,,,,,,
3246,64.92,O4,,,,,,
3247,64.94,O4,,,,,,
3248,64.96,O4,,,,,,
3249,64.98,O4,,,,,,
3250,65,O4,,,,,,
3251,65.02,O4,,,,,,
3252,65.04,O4,,,,,,
3253,65.06,O4,,,,,,
3254,65.08,O4,,,,,,
3255,65.1,O4,,,,,,
3256,65.12,O4,,,,,,
3257,65.14,O4,,,,,,
3258,65.16,O4,,,,,,
3259,65.18,O4,,,,,,
3260,65.2,O4,,,,,,
3261,65.22,O4,,,,,,
3262,65.24,O4,,,,,,
3263,65.26,O4,,,,,,
3264,65.28,O4,,,,,,
3265,65.3,O4,,,,,,
3266,65.32,O4,,,,,,
3267,65.34,O4,,,,,,
3268,65.36,O4,,,,,,
3269,65.38,O4,,,,,,
3270,65.4,O4,,,,,,
3271,65.42,O4,,,,,,
3272,65.44,O4,,,,,,
3273,65.46,O4,,,,,,
3274,65.48,O4,,,,,,
3275,65.5,O4,,,,,,
3276,65.52,O4,,,,,,
3277,65.54,O4,,,,,,
3278,65.56,O4,,,,,,
3279,65.58,O4,O4,,,,,
3280,65.6,O4,O4,,,,,
3281,65.62,O4,O4,,,,,
3282,65.64,O4,O4,,,,,
3283,65.66,O4,O4,,,,,
3284,65.68,O4,O4,,,,,
3285,65.7,O4,O4,,,,,
3286,65.72,O4,O4,,,,,
3287,65.74,O4,O4,,,,,
3288,65.76,O4,O4,,,,,
3289,65.78,O4,O4,,,,,
3290,65.8,O4,O4,,,,,
3291,65.82,O4,O4,,,,,
3292,65.84,O4,O4,,,,,
3293,65.86,O4,O4,,,,,
3294,65.88,O4,O4,,,,,
3295,65.9,O4,O4,,,,,
3296,65.92,O4,O4,,,,,
3297,65.94,O4,O4,,,,,
3298,65.96,O4,O4,,,,,
3299,65.98,O4,O4,,,,,
3300,66,O4,O4,,,,,
3301,66.02,O4,O4,,,,,
3302,66.04,O4,O4,,,,,
3303,66.06,O4,O4,,,,,
3304,66.08,O4,O4,,,,,
3305,66.1,O4,O4,,,,,
3306,66.12,O4,O4,,,,,
3307,66.14,O4,O4,,,,,
3308,66.16,O4,O4,,,,,
3309,66.18,O4,O4,,,,,
3310,66.2,O4,O4,,,,,
3311,66.22,O4,O4,,,,,
3312,66.24,O4,O4,,,,,
3313,66.26,O4,O4,,,,,
3314,66.28,O4,O4,,,,,
3315,66.3,O4,O4,,,,,
3316,66.32,O4,O4,,,,,
3317,66.34,O4,O4,,,,,
3318,66.36,O4,O4,,,,,
3319,66.38,O4,O4,,,,,
3320,66.4,O4,O4,,,,,
3321,66.42,O4,O4,,,,,
3322,66.44,O4,O4,,,,,
3323,66.46,O4,O4,,,,,
3324,66.48,O4,O4,,,,,
3325,66.5,O4,O4,,,,,
3326,66.52,O4,O4,,,,,
3327,66.54,O4,O4,,,,,
3328,66.56,O4,O4,,,,,
3329,66.58,O4,O4,,,,,
3330,66.6,O4,O4,,,,,
3331,66.62,O4,O4,,,,,
3332,66.64,O4,O4,,,,,
3333,66.66,O4,O4,,,,,
3334,66.68,O4,O4,,,,,
3335,66.7,O4,O4,,,,,
3336,66.72,O4,O4,,,,,
3337,66.74,O4,O4,,,,,
3338,66.76,O4,O4,,,,,
3339,66.78,,O4,,,,,
3340,66.8,,O4,,,,,
3341,66.82,,O4,,,,,
3342,66.84,,O4,,,,,
3343,66.86,,O4,,,,,
3344,66.88,,O4,,,,,
3345,66.9,,O4,,,,,
3346,66.92,,O4,,,,,
3347,66.94,,O4,,,,,
3348,66.96,,O4,,,,,
3349,66.98,,O4,,,,,
3350,67,,O4,,,,,
3351,67.02,,O4,,,,,
3352,67.04,,O4,,,,,
3353,67.06,O4,O4,,,,,
3354,67.08,O4,O4,,,,,
3355,67.1,O4,O4,,,,,
3356,67.12,O4,O4,,,,,
3357,67.14,O4,O4,,,,,
3358,67.16,O4,O4,,,,,
3359,67.18,O4,O4,,,,,
3360,67.2,O4,O4,,,,,
3361,67.22,O4,,,,,,
3362,67.24,O4,,,,,,
3363,67.26,O4,,,,,,
3364,67.28,O4,,,,,,
3365,67.3,O4,,,,,,
3366,67.32,O4,,,,,,
3367,67.34,,,,,,,
3368,67.36,,,,,,,
3369,67.38,,,,,,,
3370,67.4,,,,,,,
3371,67.42,,,,,,,
3372,67.44,,,,,,,
3373,67.46,,,,,,,
3374,67.48,,,,,,,
3375,67.5,,,,,,,
3376,67.52,,,,,,,
3377,67.54,,,,,,,
3378,67.56,,,,,,,
3379,67.58,,,,,,,
3380,67.6,,,,,,,
3381,67.62,,,,,,,
3382,67.64,,,,,,,
3383,67.66,,,,,,,
3384,67.68,,,,,,,
3385,67.7,,,,,,,
3386,67.72,,,,,,,
3387,67.74,,,,,,,
3388,67.76,,,,,,,
3389,67.78,,,,,,,
3390,67.8,,,,,,,
3391,67.82,,,,,,,
3392,67.84,,,,,,,
3393,67.86,,,,,,,
3394,67.88,,,,,,,
3395,67.9,,,,,,,
3396,67.92,,,,,,,
3397,67.94,,,,,,,
3398,67.96,,,,,,,
3399,67.98,,,,,,,
3400,68,,,,,,,
3401,68.02,,,,,,,
3402,68.04,,,,,,,
3403,68.06,,,,,,,
3404,68.08,,,,,,,
3405,68.1,,,,,,,
3406,68.12,,,,,,,
3407,68.14,,,,,,,
3408,68.16,,,,,,,
3409,68.18,,,,,,,
3410,68.2,,,,,,,
3411,68.22,,,,,,,
3412,68.24,,,,,,,
3413,68.26,,,,,,,
3414,68.28,,,,,,,
3415,68.3,,,,,,,
3416,68.32,,,,,,,
3417,68.34,,,,,,,
3418,68.36,,,,,,,
3419,68.38,,,,,,,
3420,68.4,,,,,,,
3421,68.42,,,,,,,
3422,68.44,,,,,,,
3423,68.46,,,,,,,
3424,68.48,,,,,,,
3425,68.5,,,,,,,
3426,68.52,,,,,,,
3427,68.54,,,,,,,
3428,68.56,,,,,,,
3429,68.58,,,,,,,
3430,68.6,,,,,,,
3431,68.62,,,,,,,
3432,68.64,,,,,,,
3433,68.66,O3,,,,,,
3434,68.68,O3,,,,,,
3435,68.7,O3,,,,,,
3436,68.72,O3,,,,,,
3437,68.74,O3,,,,,,
3438,68.76,O3,,,,,,
3439,68.78,,,,,,,
3440,68.8,,,,,,,
3441,68.82,,,,,,,
3442,68.84,,,,,,,
3443,68.86,,,,,,,
3444,68.88,,,,,,,
3445,68.9,,,,,,,
3446,68.92,,,,,,,
3447,68.94,,,,,,,
3448,68.96,,,,,,,
3449,68.98,,,,,,,
3450,69,,,,,,,
3451,69.02,,,,,,,
3452,69.04,,,,,,,
3453,69.06,,,,,,,
3454,69.08,,,,,,,
3455,69.1,,,,,,,
3456,69.12,,,,,,,
3457,69.14,,,,,,,
3458,69.16,,,,,,,
3459,69.18,,,,,,,
3460,69.2,,,,,,,
3461,69.22,,,,,,,
3462,69.24,,,,,,,
3463,69.26,,,,,,,
3464,69.28,,,,,,,
3465,69.3,,,,,,,
3466,69.32,P2,,,,,,
3467,69.34,P2,,,,,,
3468,69.36,P2,,,,,,
3469,69.38,P2,,,,,,
3470,69.4,P2,,,,,,
3471,69.42,P2,,,,,,
3472,69.44,P2,,,,,,
3473,69.46,P2,,,,,,
3474,69.48,P2,,,,,,
3475,69.5,P2,,,,,,
3476,69.52,P2,,,,,,
3477,69.54,P2,,,,,,
3478,69.56,P2,,,,,,
3479,69.58,P2,,,,,,
3480,69.6,P2,,,,,,
3481,69.62,P2,,,,,,
3482,69.64,P2,,,,,,
3483,69.66,P2,,,,,,
3484,69.68,P2,,,,,,
3485,69.7,P2,,,,,,
3486,69.72,P2,,,,,,
3487,69.74,P2,,,,,,
3488,69.76,P2,,,,,,
3489,69.78,P2,,,,,,
3490,69.8,P2,,,,,,
3491,69.82,P2,,,,,,
3492,69.84,P2,,,,,,
3493,69.86,P2,,,,,,
3494,69.88,P2,,,,,,
3495,69.9,P2,,,,,,
3496,69.92,P2,,,,,,
3497,69.94,P2,,,,,,
3498,69.96,P2,,,,,,
3499,69.98,P2,,,,,,
3500,70,P2,,,,,,
3501,70.02,P2,,,,,,
3502,70.04,P2,,,,,,
3503,70.06,P2,,,,,,
3504,70.08,P2,,,,,,
3505,70.1,P2,,,,,,
3506,70.12,P2,,,,,,
3507,70.14,P2,,,,,,
3508,70.16,P2,,,,,,
3509,70.18,P2,,,,,,
3510,70.2,P2,,,,,,
3511,70.22,P2,,,,,,
3512,70.24,,,,,,,
3513,70.26,,,,,,,
3514,70.28,,,,,,,
3515,70.3,,,,,,,
3516,70.32,,,,,,,
3517,70.34,P1,,,,,,
3518,70.36,P1,,,,,,
3519,70.38,P1,,,,,,
3520,70.4,P1,,,,,,
3521,70.42,P1,,,,,,
3522,70.44,P1,,,,,,
3523,70.46,P1,,,,,,
3524,70.48,P1,,,,,,
3525,70.5,P1,,,,,,
3526,70.52,P1,,,,,,
3527,70.54,P1,,,,,,
3528,70.56,P1,,,,,,
3529,70.58,P1,,,,,,
3530,70.6,P1,,,,,,
3531,70.62,P1,,,,,,
3532,70.64,P1,,,,,,
3533,70.66,P1,,,,,,
3534,70.68,P1,,,,,,
3535,70.7,P1,,,,,,
3536,70.72,P1,,,,,,
3537,70.74,P1,,,,,,
3538,70.76,P1,,,,,,
3539,70.78,P1,,,,,,
3540,70.8,P1,,,,,,
3541,70.82,P1,,,,,,
3542,70.84,P1,,,,,,
3543,70.86,P1,,,,,,
3544,70.88,P1,,,,,,
3545,70.9,P1,,,,,,
3546,70.92,P1,,,,,,
3547,70.94,P1,,,,,,
3548,70.96,P1,,,,,,
3549,70.98,P1,,,,,,
3550,71,P1,,,,,,
3551,71.02,P1,,,,,,
3552,71.04,P1,,,,,,
3553,71.06,P1,,,,,,
3554,71.08,P1,,,,,,
3555,71.1,P1,,,,,,
3556,71.12,P1,,,,,,
3557,71.14,P1,,,,,,
3558,71.16,P1,,,,,,
3559,71.18,P1,,,,,,
3560,71.2,P1,,,,,,
3561,71.22,P1,,,,,,
3562,71.24,P1,,,,,,
3563,71.26,P1,,,,,,
3564,71.28,P1,,,,,,
3565,71.3,P1,,,,,,
3566,71.32,P1,,,,,,
3567,71.34,P1,,,,,,
3568,71.36,P1,,,,,,
3569,71.38,P1,,,,,,
3570,71.4,P1,,,,,,
3571,71.42,P1,,,,,,
3572,71.44,P1,,,,,,
3573,71.46,P1,,,,,,
3574,71.48,P1,,,,,,
3575,71.5,P1,,,,,,
3576,71.52,P1,,,,,,
3577,71.54,P1,,,,,,
3578,71.56,P1,,,,,,
3579,71.58,P1,,,,,,
3580,71.6,P1,,,,,,
3581,71.62,P1,,,,,,
3582,71.64,P1,,,,,,
3583,71.66,P1,,,,,,
3584,71.68,P1,,,,,,
3585,71.7,P1,,,,,,
3586,71.72,P1,,,,,,
3587,71.74,P1,,,,,,
3588,71.76,P1,,,,,,
3589,71.78,P1,,,,,,
3590,71.8,P1,,,,,,
3591,71.82,P1,,,,,,
3592,71.84,P1,,,,,,
3593,71.86,P1,,,,,,
3594,71.88,P1,,,,,,
3595,71.9,P1,,,,,,
3596,71.92,P1,,,,,,
3597,71.94,P1,,,,,,
3598,71.96,P1,,,,,,
3599,71.98,P1,,,,,,
3600,72,P1,,,,,,
3601,72.02,P1,,,,,,
3602,72.04,P1,,,,,,
3603,72.06,P1,,,,,,
3604,72.08,P1,,,,,,
3605,72.1,P1,,,,,,
3606,72.12,P1,,,,,,
3607,72.14,P1,,,,,,
3608,72.16,,,,,,,
3609,72.18,,,,,,,
3610,72.2,,,,,,,
3611,72.22,,,,,,,
3612,72.24,P2,,,,,,
3613,72.26,P2,,,,,,
3614,72.28,P2,,,,,,
3615,72.3,P2,,,,,,
3616,72.32,P2,,,,,,
3617,72.34,P2,,,,,,
3618,72.36,P2,,,,,,
3619,72.38,P2,,,,,,
3620,72.4,P2,,,,,,
3621,72.42,P2,,,,,,
3622,72.44,P2,,,,,,
3623,72.46,P2,,,,,,
3624,72.48,P2,,,,,,
3625,72.5,P2,,,,,,
3626,72.52,P2,,,,,,
3627,72.54,P2,,,,,,
